id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3564028,1,2016-01-02 01:16:42,2016-01-02 01:19:56,1,-73.9541320801,40.7747840881,-73.9474182129,40.7796325684,N,194
id1233453,1,2016-02-05 17:28:07,2016-02-05 17:30:03,1,-73.9720993042,40.782207489,-73.964515686,40.7775497437,N,116
id1372674,2,2016-05-22 13:08:24,2016-05-22 13:21:50,1,-73.9782104492,40.7771606445,-73.9576263428,40.7745475769,N,806
id2806146,2,2016-05-28 21:31:24,2016-05-28 21:41:23,1,-73.9835739136,40.7384185791,-74.0054855347,40.7395591736,N,599
id1832737,2,2016-03-06 10:53:26,2016-03-06 10:59:30,1,-73.9847106934,40.760181427,-73.9795608521,40.7527046204,N,364
id1489766,2,2016-05-31 19:53:33,2016-05-31 20:00:46,1,-73.9898910522,40.7471580505,-73.9749450684,40.7417449951,N,433
id3308765,2,2016-05-17 18:00:27,2016-05-17 18:10:25,4,-73.8634719849,40.7698173523,-73.8715362549,40.7631034851,N,598
id1935437,2,2016-04-24 09:09:20,2016-04-24 09:37:05,1,-73.9758605957,40.7572402954,-74.1775970459,40.6909484863,N,1665
id2059551,2,2016-04-01 09:28:05,2016-04-01 09:42:03,1,-73.9566574097,40.7807693481,-73.9696426392,40.8001022339,N,838
id2433939,1,2016-05-16 13:05:38,2016-05-16 13:33:57,3,-73.873008728,40.7741203308,-73.9760742188,40.749912262,N,1699
id2677357,2,2016-02-15 16:36:19,2016-02-15 16:41:50,2,-73.9716339111,40.7819633484,-73.9816894531,40.7789955139,N,331
id2336715,2,2016-01-01 00:09:03,2016-01-01 00:19:25,2,-73.9843597412,40.7489852905,-73.9962844849,40.7160568237,N,622
id3525276,1,2016-03-24 18:27:14,2016-03-24 18:32:57,1,-73.9709701538,40.764125824,-73.9622802734,40.7761802673,N,343
id3729126,1,2016-01-04 14:20:21,2016-01-04 14:36:59,1,-73.8669128418,40.7718772888,-73.7946929932,40.734790802,N,998
id1073968,1,2016-03-15 09:44:58,2016-03-15 10:07:43,1,-73.9552154541,40.7802467346,-73.861831665,40.7684555054,N,1365
id0562336,2,2016-06-15 10:17:48,2016-06-15 10:27:40,2,-73.9527435303,40.7722587585,-73.9777679443,40.739112854,N,592
id1163958,1,2016-03-18 07:48:10,2016-03-18 07:53:23,1,-73.9725799561,40.7489051819,-73.9615631104,40.7605171204,N,313
id1681877,1,2016-04-26 14:42:12,2016-04-26 14:57:02,1,-73.9552612305,40.7802429199,-73.969871521,40.7897644043,N,890
id0945119,2,2016-05-02 18:29:38,2016-05-02 18:38:56,6,-74.0028381348,40.7603607178,-73.9884109497,40.7789802551,N,558
id2939783,1,2016-04-12 10:11:37,2016-04-12 10:34:46,1,-73.9900665283,40.7519340515,-73.9897537231,40.7238693237,N,1389
id2050990,2,2016-06-20 21:05:09,2016-06-20 21:47:45,1,-73.9900817871,40.7567367554,-73.9551315308,40.6775245667,N,2556
id3780362,2,2016-05-08 21:13:49,2016-05-08 21:16:04,2,-73.9495239258,40.7766113281,-73.9426727295,40.7859687805,N,135
id2233338,2,2016-01-14 19:14:29,2016-01-14 19:23:22,2,-73.9951400757,40.75,-73.9936981201,40.7355003357,N,533
id1445390,2,2016-01-19 08:00:19,2016-01-19 08:17:34,3,-73.9601211548,40.7819519043,-73.9719696045,40.7550392151,N,1035
id0345679,2,2016-03-22 20:24:06,2016-03-22 20:33:40,1,-73.9975204468,40.7212409973,-73.9880065918,40.7208213806,N,574
id0570525,1,2016-02-25 15:30:16,2016-02-25 15:35:20,1,-73.998374939,40.7259254456,-73.9903106689,40.7311286926,N,304
id0872662,2,2016-02-13 08:10:01,2016-02-13 08:12:19,3,-73.9783096313,40.737159729,-73.9732131958,40.7439498901,N,138
id3114338,2,2016-05-23 20:42:21,2016-05-23 20:51:40,1,-73.9651107788,40.7750892639,-73.9523696899,40.7664604187,N,559
id2718231,1,2016-03-08 02:44:19,2016-03-08 03:04:35,1,-73.9925003052,40.7404441833,-73.8401107788,40.7195167542,N,1216
id0618376,2,2016-01-11 06:21:39,2016-01-11 06:25:11,1,-74.0061187744,40.717918396,-74.0135040283,40.7156829834,N,212
id1697059,1,2016-06-26 15:10:46,2016-06-26 15:23:54,1,-73.9581069946,40.7421684265,-73.9317092896,40.7680664063,N,788
id1868620,2,2016-06-18 00:41:28,2016-06-18 01:10:34,1,-73.7818603516,40.6446838379,-73.9619216919,40.7670326233,N,1746
id0000569,1,2016-01-03 19:51:38,2016-01-03 19:53:41,3,-73.9619750977,40.7677345276,-73.9585876465,40.7730102539,N,123
id0952827,2,2016-03-25 00:22:07,2016-03-25 00:36:20,1,-73.9980621338,40.6748085022,-74.0044403076,40.7326507568,N,853
id0464363,2,2016-04-25 19:43:15,2016-04-25 19:47:43,1,-73.9510879517,40.711063385,-73.9389266968,40.7073860168,N,268
id0608846,2,2016-05-25 13:45:57,2016-05-25 13:57:41,1,-73.9801025391,40.753704071,-73.9933166504,40.7416114807,N,704
id3567125,1,2016-04-10 03:13:02,2016-04-10 03:57:40,1,-73.9815597534,40.7663269043,-73.9115905762,40.763885498,N,2678
id3996183,1,2016-06-17 08:54:16,2016-06-17 09:06:11,1,-73.9903106689,40.7188644409,-73.9955444336,40.7368736267,N,715
id1474156,1,2016-06-25 07:30:13,2016-06-25 07:48:14,2,-73.9704666138,40.7991752625,-74.0172119141,40.7051925659,N,1081
id0695483,1,2016-02-06 16:02:38,2016-02-06 16:15:56,3,-74.0023880005,40.7495536804,-73.9777832031,40.7540817261,N,798
id3609971,1,2016-06-14 09:20:45,2016-06-14 09:43:13,1,-73.9909057617,40.7562713623,-73.97681427,40.7596893311,N,1348
id3956459,2,2016-03-05 10:23:45,2016-03-05 10:45:52,1,-73.986907959,40.7616081238,-74.0084075928,40.7116203308,N,1327
id0088231,2,2016-06-08 23:02:21,2016-06-08 23:19:31,3,-74.0081710815,40.7450027466,-73.9550933838,40.8048362732,N,1030
id1957034,1,2016-02-02 18:28:23,2016-02-02 19:09:19,1,-73.9948806763,40.750213623,-73.9622192383,40.7116203308,N,2456
id1838067,2,2016-04-01 12:46:46,2016-04-01 12:52:12,1,-73.963180542,40.774230957,-73.9555511475,40.7786903381,N,326
id3342568,1,2016-01-03 03:33:21,2016-01-03 04:09:20,1,-73.9848480225,40.7243347168,-73.8841171265,40.7167167664,N,2159
id3487442,2,2016-02-29 18:39:12,2016-02-29 18:42:59,1,-73.9818191528,40.7689628601,-73.9818191528,40.7689628601,N,227
id1401963,1,2016-06-18 06:53:43,2016-06-18 07:19:18,1,-73.9760284424,40.7761268616,-73.948387146,40.7781562805,N,1535
id1597742,2,2016-04-11 19:50:42,2016-04-11 19:58:52,5,-73.983795166,40.750705719,-73.977355957,40.7661209106,N,490
id3271420,2,2016-04-24 19:25:32,2016-04-24 19:32:10,4,-73.9734649658,40.7608795166,-73.9661331177,40.7612037659,N,398
id0850673,2,2016-02-20 13:06:23,2016-02-20 13:23:37,1,-73.9813308716,40.7472686768,-74.0054931641,40.7390213013,N,1034
id0171820,2,2016-05-25 06:40:04,2016-05-25 06:43:13,1,-74.004524231,40.724193573,-74.0044937134,40.7246665955,N,189
id0514543,2,2016-02-26 18:45:39,2016-02-26 19:04:18,1,-73.9825363159,40.7756614685,-73.9694519043,40.8020896912,N,1119
id1991106,1,2016-06-11 14:22:56,2016-06-11 14:31:03,1,-73.9677886963,40.7626991272,-73.9814758301,40.7421913147,N,487
id2142187,1,2016-05-19 20:47:17,2016-05-19 20:59:08,1,-73.9870681763,40.7566337585,-73.9603042603,40.7807731628,N,711
id0526379,1,2016-04-29 04:28:26,2016-04-29 04:39:20,1,-73.9860992432,40.7194862366,-73.9459609985,40.7114372253,N,654
id2548131,1,2016-05-31 23:12:37,2016-05-31 23:28:24,2,-74.0077819824,40.7409439087,-73.9711761475,40.8008003235,N,947
id2452855,2,2016-05-14 03:27:31,2016-05-14 03:51:36,1,-73.9850692749,40.7322044373,-73.9104919434,40.6968154907,N,1445
id0315726,2,2016-06-04 03:14:11,2016-06-04 03:35:27,1,-73.9834365845,40.7316818237,-73.9480056763,40.7141609192,N,1276
id2527828,2,2016-02-17 17:39:30,2016-02-17 18:08:38,1,-73.9911575317,40.7457809448,-73.9833908081,40.7714614868,N,1748
id1630336,1,2016-04-25 23:18:24,2016-04-25 23:30:54,1,-73.9820404053,40.759677887,-73.947052002,40.7731590271,N,750
id2353964,2,2016-04-30 07:44:24,2016-04-30 07:49:24,1,-73.9612045288,40.760559082,-73.9471359253,40.775932312,N,300
id2393811,1,2016-03-10 18:52:40,2016-03-10 19:08:43,1,-73.9705810547,40.7990455627,-73.9898147583,40.7672462463,N,963
id1774339,1,2016-04-11 17:41:07,2016-04-11 17:46:20,1,-73.9497833252,40.7805671692,-73.960067749,40.7704086304,N,313
id1610798,2,2016-01-25 23:32:14,2016-01-25 23:42:35,1,-73.9874343872,40.7601394653,-73.9909820557,40.7448616028,N,621
id2452120,1,2016-04-18 18:27:14,2016-04-18 18:42:35,2,-73.9744567871,40.7569274902,-73.9609069824,40.7801437378,N,921
id2693088,2,2016-04-23 23:28:09,2016-04-23 23:43:01,2,-73.9754180908,40.7870750427,-73.9426574707,40.823551178,N,892
id0828675,1,2016-06-23 07:16:24,2016-06-23 07:21:42,1,-73.9940414429,40.7511367798,-73.982635498,40.7606887817,N,318
id1636593,2,2016-04-25 17:37:13,2016-04-25 18:23:12,1,-73.7901535034,40.6466140747,-73.981918335,40.7566795349,N,2759
id0747713,2,2016-01-17 03:24:53,2016-01-17 03:27:29,1,-74.006690979,40.7376403809,-74.0038833618,40.7380905151,N,156
id3655477,2,2016-03-24 13:35:17,2016-03-24 13:48:28,1,-73.98802948,40.7378196716,-73.9720687866,40.7460784912,N,791
id0642318,2,2016-04-04 09:21:49,2016-04-04 09:37:51,1,-73.9525222778,40.7662696838,-73.9834289551,40.7343788147,N,962
id2390585,1,2016-02-24 11:45:41,2016-02-24 12:08:39,1,-73.86378479,40.769744873,-73.9462585449,40.7804145813,N,1378
id0369319,2,2016-02-08 18:24:38,2016-02-08 18:28:18,1,-73.9869308472,40.7509307861,-73.9783096313,40.7532615662,N,220
id0720321,1,2016-06-21 18:09:27,2016-06-21 18:16:55,1,-73.962638855,40.7682266235,-73.9535598755,40.7728233337,N,448
id0860600,1,2016-01-06 15:23:44,2016-01-06 15:38:22,1,-74.0001220703,40.7178497314,-74.0145797729,40.7096748352,N,878
id1977372,2,2016-04-01 13:33:57,2016-04-01 14:00:47,1,-73.869682312,40.7725486755,-73.9134063721,40.6807785034,N,1610
id2437858,2,2016-03-27 11:55:02,2016-03-27 12:05:06,5,-73.986831665,40.7618293762,-73.9778366089,40.7921218872,N,604
id2165807,1,2016-04-08 20:19:55,2016-04-08 20:23:06,2,-74.0039291382,40.7257957458,-73.998878479,40.7347640991,N,191
id1638921,1,2016-05-27 17:58:30,2016-05-27 18:16:23,1,-73.9797134399,40.7605628967,-73.9933853149,40.7366294861,N,1073
id0631726,2,2016-04-23 15:58:46,2016-04-23 16:03:24,1,-73.961517334,40.7660217285,-73.94972229,40.7819290161,N,278
id1947466,2,2016-04-21 12:32:31,2016-04-21 12:37:20,6,-73.9812774658,40.7803611755,-73.9761505127,40.7886009216,N,289
id1723822,1,2016-06-16 12:35:11,2016-06-16 12:45:43,3,-73.9560623169,40.7641525269,-73.9434432983,40.7911834717,N,632
id1144791,2,2016-01-06 13:39:04,2016-01-06 13:49:17,1,-73.9919891357,40.7437934875,-73.9747009277,40.7634010315,N,613
id1497423,1,2016-02-25 13:40:47,2016-02-25 13:54:12,1,-73.9887237549,40.7369766235,-73.9827270508,40.7503433228,N,805
id2917044,1,2016-04-02 15:35:02,2016-04-02 15:55:19,1,-74.0173034668,40.7053604126,-73.9739303589,40.7615661621,N,1217
id2538816,1,2016-02-13 17:59:03,2016-02-13 18:03:48,1,-74.0039825439,40.7484703064,-73.9950561523,40.7429428101,N,285
id2808378,1,2016-03-09 17:11:16,2016-03-09 17:28:43,1,-73.9786453247,40.7409324646,-74.0126953125,40.701587677,N,1047
id2015130,2,2016-05-21 03:13:55,2016-05-21 03:20:39,1,-73.8840408325,40.7476081848,-73.9046173096,40.7476997375,N,404
id1062725,1,2016-06-08 05:51:58,2016-06-08 05:57:54,1,-73.9903640747,40.7562408447,-73.9729537964,40.7572898865,N,356
id3792892,1,2016-05-01 02:40:38,2016-05-01 03:02:30,1,-73.9866638184,40.7216835022,-73.9725723267,40.6858787537,N,1312
id0924324,2,2016-05-10 18:07:52,2016-05-10 18:26:21,2,-73.9590682983,40.7756614685,-73.9590682983,40.7756614685,N,1109
id1295254,1,2016-03-06 11:01:27,2016-03-06 11:08:29,1,-73.975982666,40.7577476501,-73.9821624756,40.7407493591,N,422
id0222570,2,2016-04-20 19:14:04,2016-04-20 19:29:30,1,-73.9476928711,40.7832984924,-73.9610443115,40.756652832,N,926
id3680395,1,2016-05-19 18:57:18,2016-05-19 18:59:13,1,-73.954788208,40.7779655457,-73.947769165,40.7795791626,N,115
id0552144,2,2016-05-04 18:04:33,2016-05-04 18:38:33,1,-73.8852310181,40.7729415894,-73.9469528198,40.7752609253,N,2040
id2034899,2,2016-02-11 11:03:50,2016-02-11 11:09:29,1,-73.989982605,40.7515983582,-73.994430542,40.7410011292,N,339
id1283389,1,2016-04-06 00:52:41,2016-04-06 01:07:06,1,-74.0043716431,40.7423477173,-74.0107269287,40.7236175537,N,865
id2040373,2,2016-03-18 07:54:56,2016-03-18 08:02:42,3,-73.9610824585,40.7691192627,-73.9569473267,40.7834205627,N,466
